username,user_country,room_view,stay_duration,stay_type,review_post_date,review_title,rating,original_lang,review_text_liked,review_text_disliked,full_review,en_full_review,found_helpful,found_unhelpful,owner_resp_text
Augustine,France,Single Room,1 night,Group,05-01-2024 00:00:00,Exceptional,10.0,es,,,title: Exceptional.,,0,0,
Cumbajin,Ecuador,Double or Twin Room,1 night,Couple,04-29-2024 00:00:00,Exceptional,10.0,es,,,title: Exceptional.,,0,0,
Paula,Argentina,Double or Twin Room,2 nights,Couple,04-28-2024 00:00:00,Very good,8.0,es,,,title: Very good.,,0,0,
Ruibin,China,Quadruple Room,1 night,Group,04-24-2024 00:00:00,Exceptional,10.0,zh,,,title: Exceptional.,,0,0,
Madrid,Ecuador,Double or Twin Room,3 nights,Couple,04-19-2024 00:00:00,Very good,8.0,es,,,title: Very good.,,0,0,
Christian,Ecuador,Single Room,1 night,Solo traveller,04-15-2024 00:00:00,Exceptional,10.0,es,,,title: Exceptional.,,0,0,
García,Ecuador,Triple Room with Private Bathroom,3 nights,Group,04-13-2024 00:00:00,Superb,9.0,es,,,title: Superb.,,0,0,
Patricia,Ecuador,Single Room,2 nights,Solo traveller,04-08-2024 00:00:00,Exceptional,10.0,es,,,title: Exceptional.,,0,0,
Henry,United States,Single Room,1 night,Solo traveller,04-03-2024 00:00:00,Exceptional,10.0,es,,,title: Exceptional.,,0,0,
Zoe,United States,Single Room,1 night,Solo traveller,04-02-2024 00:00:00,Exceptional,10.0,es,,,title: Exceptional.,,0,0,
Haisley,United States,Single Room,1 night,Solo traveller,04-02-2024 00:00:00,Exceptional,10.0,es,,,title: Exceptional.,,0,0,
Tania,Ecuador,Double or Twin Room,2 nights,Family,04-01-2024 00:00:00,Exceptional,10.0,es,,,title: Exceptional.,,0,0,
Anastasia,Ukraine,Triple Room with Private Bathroom,1 night,Family,03-29-2024 00:00:00,Very good,8.0,uk,,,title: Very good.,,0,0,
Victor_guzman,Ecuador,Single Room,1 night,Solo traveller,03-28-2024 00:00:00,Exceptional,10.0,es,,,title: Exceptional.,,0,0,
Deily,Ecuador,Single Room,2 nights,Solo traveller,03-27-2024 00:00:00,Superb,9.0,es,,,title: Superb.,,0,0,
Henrik,Germany,Single Room,1 night,Group,03-25-2024 00:00:00,Exceptional,10.0,es,,,title: Exceptional.,,0,0,
Gabriel,Ecuador,Double or Twin Room,2 nights,Couple,03-21-2024 00:00:00,Superb,9.0,es,,,title: Superb.,,0,0,
Paula,Ecuador,Double or Twin Room,1 night,Couple,03-20-2024 00:00:00,Superb,9.0,es,,,title: Superb.,,0,0,
Bosch,Ecuador,Triple Room with Private Bathroom,1 night,Family,03-13-2024 00:00:00,Exceptional,10.0,es,,,title: Exceptional.,,0,0,
Jenny,Ecuador,Double or Twin Room,2 nights,Group,03-09-2024 00:00:00,Exceptional,10.0,es,,,title: Exceptional.,,0,0,
Inaya,Netherlands,Single Room,1 night,Group,03-08-2024 00:00:00,Exceptional,10.0,es,,,title: Exceptional.,,0,0,
Lilith,Ecuador,Triple Room with Private Bathroom,3 nights,Family,03-08-2024 00:00:00,Very good,8.0,de,,,title: Very good.,,0,0,
Vanessa,Ecuador,Double or Twin Room,1 night,Group,03-04-2024 00:00:00,Exceptional,10.0,es,,,title: Exceptional.,,0,0,
Marina,Ecuador,Double or Twin Room,3 nights,Couple,03-04-2024 00:00:00,Very good,8.0,es,,,title: Very good.,,0,0,
Luis,Brazil,Single Room,4 nights,Solo traveller,03-01-2024 00:00:00,Superb,9.0,pt-br,,,title: Superb.,,0,0,
Llerena,Ecuador,Quadruple Room,1 night,Couple,02-26-2024 00:00:00,Very good,8.0,es,,,title: Very good.,,0,0,
Fleur,Netherlands,Single Room,1 night,Group,02-24-2024 00:00:00,Exceptional,10.0,es,,,title: Exceptional.,,0,0,
Gabriela,Ecuador,Single Room,1 night,Family,02-24-2024 00:00:00,Superb,9.0,es,,,title: Superb.,,0,0,
Wouter,Netherlands,Single Room,1 night,Solo traveller,02-23-2024 00:00:00,Exceptional,10.0,nl,,,title: Exceptional.,,0,0,
José,Spain,Single Room,1 night,Solo traveller,02-21-2024 00:00:00,Exceptional,10.0,es,,,title: Exceptional.,,0,0,
Gerrit,Germany,Single Room,1 night,Group,02-21-2024 00:00:00,Exceptional,10.0,es,,,title: Exceptional.,,0,0,
Gabriele,Germany,Single Room,1 night,Group,02-21-2024 00:00:00,Exceptional,10.0,es,,,title: Exceptional.,,0,0,
Gael,United States,Single Room,1 night,Solo traveller,02-19-2024 00:00:00,Exceptional,10.0,es,,,title: Exceptional.,,0,0,
Pablo,Chile,Double or Twin Room,2 nights,Couple,02-18-2024 00:00:00,Exceptional,10.0,es,,,title: Exceptional.,,0,0,
Harvey,United States,Single Room,1 night,Solo traveller,02-17-2024 00:00:00,Exceptional,10.0,es,,,title: Exceptional.,,0,0,
Roselynn,Ecuador,Triple Room with Private Bathroom,3 nights,Couple,02-17-2024 00:00:00,Very good,8.0,es,,,title: Very good.,,0,0,
Guillermo,Ecuador,Quadruple Room,1 night,Group,02-16-2024 00:00:00,Exceptional,10.0,es,,,title: Exceptional.,,0,0,
Paulina,Ecuador,Triple Room with Private Bathroom,2 nights,Solo traveller,02-16-2024 00:00:00,Very good,8.0,es,,,title: Very good.,,0,0,
Nina,United States,Single Room,1 night,Solo traveller,02-14-2024 00:00:00,Exceptional,10.0,es,,,title: Exceptional.,,0,0,
Luca,United States,Single Room,1 night,Solo traveller,02-14-2024 00:00:00,Exceptional,10.0,es,,,title: Exceptional.,,0,0,
Raphael,Switzerland,Single Room,5 nights,Solo traveller,02-11-2024 00:00:00,Very good,8.0,de,,,title: Very good.,,0,0,
Rob,Switzerland,Double or Twin Room,2 nights,Group,02-11-2024 00:00:00,Superb,9.0,de,,,title: Superb.,,0,0,
Joshua,United States,Single Room,1 night,Solo traveller,02-10-2024 00:00:00,Exceptional,10.0,es,,,title: Exceptional.,,0,0,
Tessvan,Netherlands,Single Room,1 night,Solo traveller,02-10-2024 00:00:00,Exceptional,10.0,nl,,,title: Exceptional.,,0,0,
Hudson,United States,Single Room,1 night,Solo traveller,02-10-2024 00:00:00,Exceptional,10.0,es,,,title: Exceptional.,,0,0,
Carlos,Ecuador,Double or Twin Room,1 night,Couple,02-10-2024 00:00:00,Exceptional,10.0,es,,,title: Exceptional.,,0,0,
Koralie,Canada,Single Room,1 night,Solo traveller,02-09-2024 00:00:00,Very good,8.0,es,,,title: Very good.,,0,0,
Robin,Netherlands,Single Room,1 night,Solo traveller,02-07-2024 00:00:00,Exceptional,10.0,es,,,title: Exceptional.,,0,0,
Cataleya,United States,Single Room,1 night,Solo traveller,02-06-2024 00:00:00,Exceptional,10.0,es,,,title: Exceptional.,,0,0,
Romy,Netherlands,Single Room,1 night,Solo traveller,02-06-2024 00:00:00,Exceptional,10.0,nl,,,title: Exceptional.,,0,0,
Sheremyn,Ecuador,Double or Twin Room,2 nights,Couple,02-05-2024 00:00:00,Exceptional,10.0,es,,,title: Exceptional.,,0,0,
Erazo,Ecuador,Triple Room with Private Bathroom,1 night,Couple,02-05-2024 00:00:00,Superb,9.0,es,,,title: Superb.,,0,0,
Yuriy,Russia,Double or Twin Room,1 night,Couple,02-03-2024 00:00:00,Exceptional,10.0,ru,,,title: Exceptional.,,0,0,
Faytong,Ecuador,Double or Twin Room,3 nights,Group,02-03-2024 00:00:00,Superb,9.0,es,,,title: Superb.,,0,0,
Dominik,Czech Republic,Single Room,2 nights,Solo traveller,01-30-2024 00:00:00,Exceptional,10.0,cs,,,title: Exceptional.,,0,0,
Yuriy,Russia,Triple Room with Private Bathroom,1 night,Group,01-28-2024 00:00:00,Exceptional,10.0,ru,,,title: Exceptional.,,0,0,
Oliveira,Brazil,Double or Twin Room,4 nights,Family,01-15-2024 00:00:00,Exceptional,10.0,pt-br,,,title: Exceptional.,,0,0,
Nova,Netherlands,Single Room,1 night,Group,01-13-2024 00:00:00,Exceptional,10.0,es,,,title: Exceptional.,,0,0,
Vincent,United States,Single Room,1 night,Solo traveller,01-13-2024 00:00:00,Exceptional,10.0,es,,,title: Exceptional.,,0,0,
Lilly,United States,Single Room,1 night,Group,01-13-2024 00:00:00,Exceptional,10.0,es,,,title: Exceptional.,,0,0,
Esteban,Ecuador,Quadruple Room,2 nights,Family,01-08-2024 00:00:00,Superb,9.0,es,,,title: Superb.,,0,0,
Evianne,Netherlands,Double or Twin Room,1 night,Couple,01-03-2024 00:00:00,Very good,8.0,nl,,,title: Very good.,,0,0,
Paula,Brazil,Single Room,2 nights,Solo traveller,01-01-2024 00:00:00,Superb,9.0,pt-br,,,title: Superb.,,0,0,
Tatiana,Ecuador,Single Room,1 night,Solo traveller,12-30-2023 00:00:00,Superb,9.0,es,,,title: Superb.,,0,0,
Juan,Colombia,Single Room,1 night,Solo traveller,12-28-2023 00:00:00,Superb,9.0,es,,,title: Superb.,,0,0,
Roger,Germany,Double or Twin Room,1 night,Family,12-16-2023 00:00:00,Superb,9.0,de,,,title: Superb.,,0,0,
Tapia,Ecuador,Double or Twin Room,2 nights,Group,12-15-2023 00:00:00,Superb,9.0,es,,,title: Superb.,,0,0,
Sebastián,Ecuador,Single Room,1 night,Solo traveller,12-15-2023 00:00:00,Superb,9.0,es,,,title: Superb.,,0,0,
Amara,United States,Single Room,1 night,Solo traveller,12-11-2023 00:00:00,Exceptional,10.0,es,,,title: Exceptional.,,0,0,
Jude,United States,Single Room,1 night,Group,12-11-2023 00:00:00,Exceptional,10.0,es,,,title: Exceptional.,,0,0,
Edu,Ecuador,Double or Twin Room,1 night,Couple,12-10-2023 00:00:00,Superb,9.0,es,,,title: Superb.,,0,0,
Frank,Germany,Double or Twin Room,1 night,Couple,12-10-2023 00:00:00,Exceptional,10.0,de,,,title: Exceptional.,,0,0,
Andrea,Ecuador,Triple Room with Private Bathroom,1 night,Family,12-09-2023 00:00:00,Exceptional,10.0,es,,,title: Exceptional.,,0,0,
Tobias,Germany,Single Room,1 night,Solo traveller,12-09-2023 00:00:00,Exceptional,10.0,es,,,title: Exceptional.,,0,0,
Xavier,United States,Single Room,1 night,Group,12-09-2023 00:00:00,Exceptional,10.0,es,,,title: Exceptional.,,0,0,
Lilo,Germany,Double or Twin Room,2 nights,Couple,12-04-2023 00:00:00,Exceptional,10.0,de,,,title: Exceptional.,,0,0,
Sherif,Germany,Single Room,2 nights,Group,12-03-2023 00:00:00,Very good,8.0,de,,,title: Very good.,,0,0,
Carolina,Ecuador,Single Room,1 night,Solo traveller,12-03-2023 00:00:00,Exceptional,10.0,es,,,title: Exceptional.,,0,0,
Yassin,Netherlands,Single Room,1 night,Solo traveller,12-01-2023 00:00:00,Exceptional,10.0,nl,,,title: Exceptional.,,0,0,
Eric,United States,Single Room,1 night,Group,12-01-2023 00:00:00,Exceptional,10.0,es,,,title: Exceptional.,,0,0,
Sarmiento,Colombia,Single Room,1 night,Solo traveller,11-28-2023 00:00:00,Exceptional,10.0,es,,,title: Exceptional.,,0,0,
Gisela,Germany,Single Room,1 night,Group,11-27-2023 00:00:00,Exceptional,10.0,es,,,title: Exceptional.,,0,0,
Vivian,United States,Single Room,1 night,Solo traveller,11-27-2023 00:00:00,Exceptional,10.0,es,,,title: Exceptional.,,0,0,
Edgar,United States,Single Room,1 night,Solo traveller,11-27-2023 00:00:00,Exceptional,10.0,es,,,title: Exceptional.,,0,0,
Maria,Spain,Single Room,3 nights,Solo traveller,11-24-2023 00:00:00,Very good,8.0,es,,,title: Very good.,,0,0,
Cristhian,Ecuador,Triple Room with Private Bathroom,1 night,Group,11-22-2023 00:00:00,Very good,8.0,es,,,title: Very good.,,0,0,
Eric,Germany,Single Room,1 night,Solo traveller,11-21-2023 00:00:00,Exceptional,10.0,es,,,title: Exceptional.,,0,0,
Lainey,United States,Single Room,1 night,Solo traveller,11-21-2023 00:00:00,Exceptional,10.0,es,,,title: Exceptional.,,0,0,
Rafael,United States,Single Room,1 night,Group,11-20-2023 00:00:00,Exceptional,10.0,es,,,title: Exceptional.,,0,0,
Elle,United States,Single Room,1 night,Solo traveller,11-20-2023 00:00:00,Exceptional,10.0,es,,,title: Exceptional.,,0,0,
Inaya,Netherlands,Single Room,1 night,Solo traveller,11-20-2023 00:00:00,Exceptional,10.0,es,,,title: Exceptional.,,0,0,
Victoria,Spain,Single Room,3 nights,Solo traveller,11-16-2023 00:00:00,Exceptional,10.0,es,,,title: Exceptional.,,0,0,
Alexandra,United States,Single Room,1 night,Solo traveller,11-15-2023 00:00:00,Exceptional,10.0,es,,,title: Exceptional.,,0,0,
Julianna,United States,Single Room,1 night,Solo traveller,11-14-2023 00:00:00,Exceptional,10.0,es,,,title: Exceptional.,,0,0,
Leonardo,United States,Single Room,1 night,Solo traveller,11-14-2023 00:00:00,Exceptional,10.0,es,,,title: Exceptional.,,0,0,
Gisella,Brazil,Single Room,3 nights,Solo traveller,11-11-2023 00:00:00,Exceptional,10.0,pt-br,,,title: Exceptional.,,0,0,
Max,Germany,Single Room,1 night,Solo traveller,11-10-2023 00:00:00,Exceptional,10.0,es,,,title: Exceptional.,,0,0,
Karina,Ecuador,Triple Room with Private Bathroom,2 nights,Family,11-07-2023 00:00:00,Superb,9.0,es,,,title: Superb.,,0,0,
Irmela,Germany,Single Room,1 night,Solo traveller,11-02-2023 00:00:00,Exceptional,10.0,de,,,title: Exceptional.,,0,0,
Seth,Netherlands,Single Room,1 night,Solo traveller,11-02-2023 00:00:00,Exceptional,10.0,es,,,title: Exceptional.,,0,0,
Stephanie,Germany,Single Room,1 night,Solo traveller,10-24-2023 00:00:00,Exceptional,10.0,de,,,title: Exceptional.,,0,0,
Brandner,Germany,Double or Twin Room,2 nights,Couple,10-24-2023 00:00:00,Exceptional,10.0,de,,,title: Exceptional.,,0,0,
Dana,Netherlands,Single Room,1 night,Solo traveller,10-24-2023 00:00:00,Exceptional,10.0,es,,,title: Exceptional.,,0,0,
Bernadette,France,Double or Twin Room,1 night,Group,10-23-2023 00:00:00,Emplacement agréable avec un jardin fleuri sympathique,8.0,fr,,,title: Emplacement agréable avec un jardin fleuri sympathique.,,0,0,
Lina,Germany,Single Room,1 night,Solo traveller,10-20-2023 00:00:00,Exceptional,10.0,de,,,title: Exceptional.,,0,0,
Erik,Germany,Single Room,1 night,Solo traveller,10-19-2023 00:00:00,Exceptional,10.0,es,,,title: Exceptional.,,0,0,
Goh,Singapore,Single Room,1 night,Solo traveller,10-16-2023 00:00:00,Exceptional,10.0,es,,,title: Exceptional.,,0,0,
Low,Singapore,Single Room,1 night,Solo traveller,10-16-2023 00:00:00,Exceptional,10.0,es,,,title: Exceptional.,,0,0,
Lam,Singapore,Single Room,1 night,Solo traveller,10-14-2023 00:00:00,Exceptional,10.0,es,,,title: Exceptional.,,0,0,
Lam,Singapore,Single Room,1 night,Solo traveller,10-14-2023 00:00:00,Exceptional,10.0,es,,,title: Exceptional.,,0,0,
Qin,Singapore,Single Room,1 night,Solo traveller,10-13-2023 00:00:00,Exceptional,10.0,es,,,title: Exceptional.,,0,0,
Eng,Singapore,Single Room,1 night,Solo traveller,10-13-2023 00:00:00,Exceptional,10.0,es,,,title: Exceptional.,,0,0,
Bianca,Germany,Double or Twin Room,1 night,Family,10-12-2023 00:00:00,Superb,9.0,de,,,title: Superb.,,0,0,
Herrera,Ecuador,Double or Twin Room,1 night,Couple,10-10-2023 00:00:00,Superb,9.0,es,,,title: Superb.,,0,0,
Margit,Germany,Double or Twin Room,2 nights,Couple,10-05-2023 00:00:00,Exceptional,10.0,de,,,title: Exceptional.,,0,0,
Carolina,,Double or Twin Room,2 nights,Family,10-05-2023 00:00:00,Superb,9.0,es,,,title: Superb.,,0,0,
Amirez,,Single Room,2 nights,Solo traveller,10-01-2023 00:00:00,Very good,8.0,es-ar,,,title: Very good.,,0,0,
Sara,United States,Single Room,1 night,Solo traveller,09-30-2023 00:00:00,Exceptional,10.0,es,,,title: Exceptional.,,0,0,
Sutton,United States,Single Room,1 night,Solo traveller,09-30-2023 00:00:00,Exceptional,10.0,es,,,title: Exceptional.,,0,0,
Donovan,United States,Single Room,1 night,Solo traveller,09-30-2023 00:00:00,Exceptional,10.0,es,,,title: Exceptional.,,0,0,
Serenity,United States,Single Room,1 night,Solo traveller,09-30-2023 00:00:00,Exceptional,10.0,es,,,title: Exceptional.,,0,0,
Hudson,United States,Single Room,1 night,Solo traveller,09-27-2023 00:00:00,Exceptional,10.0,es,,,title: Exceptional.,,0,0,
Miranda,Switzerland,Single Room,4 nights,Solo traveller,09-21-2023 00:00:00,Superb,9.0,de,,,title: Superb.,,0,0,
Brooke,United States,Single Room,1 night,Solo traveller,09-19-2023 00:00:00,Exceptional,10.0,es,,,title: Exceptional.,,0,0,
Sawyer,United States,Single Room,1 night,Solo traveller,09-19-2023 00:00:00,Exceptional,10.0,es,,,title: Exceptional.,,0,0,
Valerie,United States,Single Room,1 night,Solo traveller,09-15-2023 00:00:00,Exceptional,10.0,es,,,title: Exceptional.,,0,0,
Kevin,United States,Single Room,1 night,Solo traveller,09-15-2023 00:00:00,Exceptional,10.0,xm,,,title: Exceptional.,,0,0,
Paúl,Ecuador,Double or Twin Room,1 night,Family,09-14-2023 00:00:00,Superb,9.0,es,,,title: Superb.,,0,0,
Hugo,United States,Single Room,1 night,Solo traveller,09-14-2023 00:00:00,Exceptional,10.0,es,,,title: Exceptional.,,0,0,
Kaylee,United States,Single Room,1 night,Solo traveller,09-14-2023 00:00:00,Exceptional,10.0,es,,,title: Exceptional.,,0,0,
Paola,Spain,Triple Room with Private Bathroom,2 nights,Couple,09-13-2023 00:00:00,Very good,8.0,es,,,title: Very good.,,0,0,
Sandra,Ecuador,Triple Room with Private Bathroom,1 night,Family,09-11-2023 00:00:00,Exceptional,10.0,es,,,title: Exceptional.,,0,0,
Diana,Ecuador,Double or Twin Room,1 night,Couple,09-06-2023 00:00:00,Superb,9.0,es,,,title: Superb.,,0,0,
Genevieve,United States,Single Room,1 night,Solo traveller,09-05-2023 00:00:00,Exceptional,10.0,es,,,title: Exceptional.,,0,0,
Huang,Singapore,Single Room,1 night,Solo traveller,09-05-2023 00:00:00,Exceptional,10.0,es,,,title: Exceptional.,,0,0,
Marius,Turkey,Single Room,1 night,Solo traveller,09-02-2023 00:00:00,Exceptional,10.0,es,,,title: Exceptional.,,0,0,
Mara,Turkey,Single Room,1 night,Solo traveller,09-02-2023 00:00:00,Exceptional,10.0,es,,,title: Exceptional.,,0,0,
Sofia,Ecuador,Quadruple Room,1 night,Group,09-02-2023 00:00:00,Exceptional,10.0,es,,,title: Exceptional.,,0,0,
Frank,Germany,Single Room,2 nights,Solo traveller,08-31-2023 00:00:00,Superb,9.0,de,,,title: Superb.,,0,0,
Connor,United States,Single Room,1 night,Solo traveller,08-28-2023 00:00:00,Exceptional,10.0,es,,,title: Exceptional.,,0,0,
Elliot,United States,Single Room,1 night,Solo traveller,08-28-2023 00:00:00,Exceptional,10.0,es,,,title: Exceptional.,,0,0,
Joachim,Germany,Double or Twin Room,1 night,Family,08-27-2023 00:00:00,Very good,8.0,de,,,title: Very good.,,0,0,
Leidy,Ecuador,Triple Room with Private Bathroom,1 night,Couple,08-24-2023 00:00:00,Exceptional,10.0,es-ar,,,title: Exceptional.,,0,0,
Manuel,Germany,Triple Room with Private Bathroom,1 night,Group,08-22-2023 00:00:00,Superb,9.0,de,,,title: Superb.,,0,0,
Esme,United States,Single Room,1 night,Solo traveller,08-22-2023 00:00:00,Exceptional,10.0,es,,,title: Exceptional.,,0,0,
Lennox,United States,Single Room,1 night,Solo traveller,08-22-2023 00:00:00,Exceptional,10.0,es,,,title: Exceptional.,,0,0,
Pamela,Germany,Double or Twin Room,2 nights,Couple,08-22-2023 00:00:00,Very good,8.0,es,,,title: Very good.,,0,0,
Genevieve,United States,Single Room,1 night,Solo traveller,08-21-2023 00:00:00,Exceptional,10.0,es,,,title: Exceptional.,,0,0,
Emmanuel,United States,Single Room,1 night,Solo traveller,08-20-2023 00:00:00,Exceptional,10.0,es,,,title: Exceptional.,,0,0,
Jonah,United States,Single Room,1 night,Solo traveller,08-20-2023 00:00:00,Exceptional,10.0,es,,,title: Exceptional.,,0,0,
Edgar,United States,Single Room,1 night,Solo traveller,08-18-2023 00:00:00,Exceptional,10.0,es,,,title: Exceptional.,,0,0,
Elijah,United States,Single Room,1 night,Solo traveller,08-18-2023 00:00:00,Exceptional,10.0,es,,,title: Exceptional.,,0,0,
Alexander,Switzerland,Double or Twin Room,1 night,Couple,08-17-2023 00:00:00,Very good,8.0,de,,,title: Very good.,,0,0,
Monica,Ecuador,Double or Twin Room,1 night,Family,08-17-2023 00:00:00,Very good,8.0,es,,,title: Very good.,,0,0,
Gabriela,Ecuador,Double or Twin Room,1 night,Solo traveller,08-16-2023 00:00:00,Superb,9.0,es,,,title: Superb.,,0,0,
Luis,Spain,Double or Twin Room,1 night,Family,08-10-2023 00:00:00,Very good,8.0,es,,,title: Very good.,,0,0,
Clark,United States,Single Room,1 night,Solo traveller,08-08-2023 00:00:00,Exceptional,10.0,es,,,title: Exceptional.,,0,0,
David,United States,Single Room,1 night,Solo traveller,08-08-2023 00:00:00,Exceptional,10.0,xm,,,title: Exceptional.,,0,0,
Arnaud,Switzerland,Quadruple Room,3 nights,Family,08-07-2023 00:00:00,Very good,8.0,fr,,,title: Very good.,,0,0,
Samuel,United States,Single Room,1 night,Solo traveller,08-03-2023 00:00:00,Exceptional,10.0,es,,,title: Exceptional.,,0,0,
Cristian,Ecuador,Quadruple Room,1 night,Family,07-31-2023 00:00:00,Exceptional,10.0,es,,,title: Exceptional.,,0,0,
Bentley,United States,Single Room,1 night,Solo traveller,07-31-2023 00:00:00,Exceptional,10.0,es,,,title: Exceptional.,,0,0,
Luis,Ecuador,Quadruple Room,1 night,Family,07-31-2023 00:00:00,Exceptional,10.0,es,,,title: Exceptional.,,0,0,
William,Ecuador,Double or Twin Room,2 nights,Group,07-30-2023 00:00:00,Muy bueno.,9.0,es,,,title: Muy bueno.,,0,0,
Axel,United States,Single Room,1 night,Solo traveller,07-26-2023 00:00:00,Exceptional,10.0,es,,,title: Exceptional.,,0,0,
Romana,Czech Republic,Double or Twin Room,2 nights,Couple,07-25-2023 00:00:00,Exceptional,10.0,cs,,,title: Exceptional.,,0,0,
Annie,United States,Single Room,1 night,Solo traveller,07-25-2023 00:00:00,Exceptional,10.0,es,,,title: Exceptional.,,0,0,
Hudson,United States,Single Room,1 night,Solo traveller,07-25-2023 00:00:00,Exceptional,10.0,es,,,title: Exceptional.,,0,0,
Santiago,Colombia,Double or Twin Room,2 nights,Couple,07-25-2023 00:00:00,Exceptional,10.0,es,,,title: Exceptional.,,0,0,
Peter,Denmark,Double or Twin Room,4 nights,Couple,07-22-2023 00:00:00,Very good,8.0,da,,,title: Very good.,,0,0,
Lim,Singapore,Single Room,1 night,Family,07-21-2023 00:00:00,Exceptional,10.0,es,,,title: Exceptional.,,0,0,
Pan,Singapore,Single Room,1 night,Family,07-21-2023 00:00:00,Exceptional,10.0,es,,,title: Exceptional.,,0,0,
Wilmer,Ecuador,Double or Twin Room,2 nights,Couple,07-21-2023 00:00:00,Superb,9.0,es,,,title: Superb.,,0,0,
